,critic,fresh,imdb,publication,quote,review_date,rtid,title,date,year,test
20200,Jonathan Rosenbaum,False,180093,Chicago Reader,"Unfortunately, once Requiem for a Dream accumulates all this elaborate and suggestive paraphernalia, it plummets in an inexorable, almost mechanical spiral.",2000-10-06,17949,Requiem for a Dream,2000-10-06,2000,False
23857,Chris Vognar,True,58182,Dallas Morning News,"Richard Lester's tangential, effortlessly clever ode to the Fab Four, given the re-mastered print and soundtrack treatment, still feels fresh and alive.",2000-12-07,9421,A Hard Day's Night,2000-12-07,2000,False
23858,Michael Wilmington,True,58182,Chicago Tribune,No movie of the 1960s catches that era's irreverent joy and exuberance as much as director Richard Lester's Beatlemania saga.,2000-12-07,9421,A Hard Day's Night,2000-12-07,2000,False
23856,Desson Thomson,True,58182,Washington Post,"To watch the movie, and to enjoy such pop music classics as 'All My Loving' and 'She Loves You' is not merely to saunter down Memory or Penny Lane, but to drink at pop's headwaters.",2000-12-07,9421,A Hard Day's Night,2000-12-07,2000,False
23855,Jay Carr,True,58182,Boston Globe,"We loved them -- yeah, yeah, yeah. Now we can love them all over again.",2000-12-08,9421,A Hard Day's Night,2000-12-08,2000,False
23854,Steven Rosen,True,58182,Denver Post,It captures almost everything good about its time.,2000-12-22,9421,A Hard Day's Night,2000-12-22,2000,False
23853,Peter Howell,True,58182,Toronto Star,Has survived the years like a Disney cartoon classic.,2000-12-22,9421,A Hard Day's Night,2000-12-22,2000,False
23849,Terry Lawson,True,58182,Detroit Free Press,"To watch the final concert segment is to look back decades and realize, as you do seeing vintage footage of Duke Ellington or Frank Sinatra or John Coltrane, that it's never really gotten any better.",2001-01-19,9421,A Hard Day's Night,2001-01-19,2001,False
23851,Steven Rea,True,58182,Philadelphia Inquirer,"Still feels brand spanking new, and way cool.",2001-01-19,9421,A Hard Day's Night,2001-01-19,2001,False
23850,Howard Cohen,True,58182,Miami Herald,The music video by which all other music videos must be judged. And none top it.,2001-01-19,9421,A Hard Day's Night,2001-01-19,2001,False
20198,Rene Rodriguez,True,180093,Miami Herald,Remarkable -- easily the most searing movie-going experience of the year.,2001-01-19,17949,Requiem for a Dream,2001-01-19,2001,False
20196,Terry Lawson,True,180093,Detroit Free Press,"Conveys, visually, sonically and dramatically, the siren call of addiction like no other movie has.",2001-01-19,17949,Requiem for a Dream,2001-01-19,2001,False
20197,Glenn Lovell,True,180093,San Jose Mercury News,"Both bleak and bleakly funny, appalling in its excesses and exhilarating in its execution.",2001-01-19,17949,Requiem for a Dream,2001-01-19,2001,False
20199,Desmond Ryan,True,180093,Philadelphia Inquirer,Aronofsky has fashioned a chilling vision that lives up to the caustic irony of its title and gives us a nightmare that is not lightly forgotten.,2001-01-19,17949,Requiem for a Dream,2001-01-19,2001,False
23852,Steve Marinucci,True,58182,San Jose Mercury News,Younger fans can see what Beatlemania was really all about.,2001-01-19,9421,A Hard Day's Night,2001-01-19,2001,False
20195,Joe Baltake,True,180093,Sacramento Bee,One of those films you both admire and hate for admiring. I liked it in spite of myself.,2001-01-19,17949,Requiem for a Dream,2001-01-19,2001,False
15817,Kevin Thomas,True,120211,Los Angeles Times,There's a depth and caring to Still Breathing that you don't find in the usual major studio fare.,2001-02-07,12405,Still Breathing,2001-02-07,2001,False
26755,Joe McGovern,True,183065,Village Voice,Distinguished from a Discovery special by its uniquely fowl-minded aesthetic.,2001-02-07,22338,Falkens öga,2001-02-07,2001,False
19279,Roger Ebert,True,91954,Chicago Sun-Times,"[Cox] and his actors pull off the neat trick of creating a movie full of noise and fury, and telling a meticulous story right in the middle of it.",2001-02-13,16345,Sid and Nancy,2001-02-13,2001,False
995,Jack Mathews,True,118158,Los Angeles Times,"The 20 or so minutes we spend with the Albatross in the squall is high adventure, to be sure. Everything else is ballast.",2001-02-13,10752,White Squall,2001-02-13,2001,False
1938,Kevin Thomas,False,113464,Los Angeles Times,"Wildly uneven, and it aims at the lowest common denominator in its exceedingly broad comedy.",2001-02-13,13718,Jeffrey,2001-02-13,2001,False
493,Kevin Thomas,True,113442,Los Angeles Times,Writer Deborah Dean Davis and director Andy Tennant are fully aware of the absolute predictability of their material and therefore make the getting to an inevitable ending as much fun as possible.,2001-02-13,10778,It Takes Two,2001-02-13,2001,False
1213,Kevin Thomas,False,116483,Los Angeles Times,You don't feel that Sandler and director Dennis Dugan are trying for the kind of subversiveness that might just make Happy's brutal anarchy more effective.,2001-02-13,11221,Happy Gilmore,2001-02-13,2001,False
1963,Peter Rainer,False,113492,Los Angeles Times,"The director doesn't provide much kinetic movie-making pleasure but he knows enough to jam the screen with clamor. It's not excitement, exactly. It's simulated excitement.",2001-02-13,13602,Judge Dredd,2001-02-13,2001,False
1293,Kenneth Turan,True,113326,Los Angeles Times,For once a film's ad line has a whiff of truth about it: 'No Fear. No Stuntman. No Equal.',2001-02-13,14249,Hung fan kui,2001-02-13,2001,False
17361,James Berardinelli,True,102803,ReelViews,"The Rocketeer may not be perfect, but it's an excellent example of how to adapt a comic book to the screen.",2001-02-13,10469,The Rocketeer,2001-02-13,2001,False
8380,Roger Ebert,True,46414,Chicago Sun-Times,"If Beat the Devil puzzled audiences on its first release, it has charmed them since.",2001-02-13,22697,Beat the Devil,2001-02-13,2001,False
25560,Kevin Thomas,True,40522,Los Angeles Times,"Simplicity is at the heart of The Bicycle Thief, as it is with so many films that endure.",2001-02-13,17096,Ladri di biciclette,2001-02-13,2001,False
468,Kenneth Turan,True,112818,Los Angeles Times,"Takes us along on the reluctant, difficult, essentially spiritual journey these two unlikely people make together.",2001-02-13,16611,Dead Man Walking,2001-02-13,2001,False
1265,Peter Rainer,True,112573,Los Angeles Times,"As a filmmaker, [Gibson] lacks the epic gift, but the movie, scripted by Randall (no relation) Wallace, works on a fairly basic level as a hiss-the-English medieval Western.",2001-02-13,12866,Braveheart,2001-02-13,2001,False
3102,Kenneth Turan,False,110729,Los Angeles Times,"As often happens when films are intent on getting a message across, Once Were Warriors can't stop itself from overdoing things.",2001-02-13,18028,Once Were Warriors,2001-02-13,2001,False
3251,Kenneth Turan,False,114214,Los Angeles Times,"Rarely dull, it is not noticeably compelling either, and as the derivative offshoot of a derivative genre, it inevitably runs out of energy well before any of its hotshots runs out of bullets.",2001-02-13,13934,The Quick and the Dead,2001-02-13,2001,False
9,Kenneth Turan,True,114709,Los Angeles Times,"Although its computer-generated imagery is impressive, the major surprise of this bright foray into a new kind of animation is how much cleverness has been invested in story and dialogue.",2001-02-13,9559,Toy story,2001-02-13,2001,False
874,Jack Mathews,False,114367,Los Angeles Times,There's nothing exhilarating or enjoyable in any of this.,2001-02-13,13955,Screamers,2001-02-13,2001,False
2807,Peter Rainer,False,113501,Los Angeles Times,"It doesn't bog down in the bogs, but it's slow-moving just about everyplace else.",2001-02-13,14755,Just Cause,2001-02-13,2001,False
2330,Kenneth Turan,True,114898,Los Angeles Times,A moderately successful guy's movie with both weak and strong elements where lots of things are brilliantly blown up and few things make any kind of sense.,2001-02-13,10806,Waterworld,2001-02-13,2001,False
8272,Kevin Thomas,True,49261,Los Angeles Times,"At 202 minutes, it's just too long, yet it has the pull of nostalgia (if you're of a certain age) and sustains its emotional impact as a portrait of a durable marriage.",2001-02-13,9501,Giant,2001-02-13,2001,False
613,Kenneth Turan,False,114148,Los Angeles Times,"Adult viewers, spoiled by what has come before, may feel that this film, which relates the legendary romance between a chief's daughter and English adventurer John Smith in the New World, is more by-the-numbers than inspired.",2001-02-13,9544,Pocahontas,2001-02-13,2001,False
109,Kevin Thomas,True,114576,Los Angeles Times,"A treat for Jean-Claude Van Damme fans, a superior action thriller loaded with jaw-dropping stunts and special effects, and strong in production values.",2001-02-13,15378,Sudden Death,2001-02-13,2001,False
4186,Kevin Thomas,True,113409,Los Angeles Times,A thinking person's horror picture that dares to be as cerebral as it is visceral.,2001-02-13,13576,In the Mouth of Madness,2001-02-13,2001,False
2176,Kenneth Turan,True,114496,Los Angeles Times,Something to Talk About is at its best when Khouri's juicy script is adroitly mixing comedy and pathos.,2001-02-13,13125,Something to Talk About,2001-02-13,2001,False
2147,Kenneth Turan,False,114436,Los Angeles Times,A film of thunderous oafishness that gives adult subject matter the kind of bad name it does not need or deserve.,2001-02-13,16960,Showgirls,2001-02-13,2001,False
7912,,True,52357,Variety,"James Stewart, on camera almost constantly, comes through with a startlingly fine performance as the lawyer-cop who suffers from acrophobia.",2001-02-13,22490,Vertigo,2001-02-13,2001,False
2040,Kevin Thomas,True,113820,Los Angeles Times,"Brings the popular TV series to the screen with a barrage of spectacular special effects, a slew of fantastic monsters, a ferociously funny villain -- and, most important, a refreshing lack of pretentiousness.",2001-02-13,11319,Mighty Morphin Power Rangers: The Movie,2001-02-13,2001,False
76,Kenneth Turan,True,113277,Los Angeles Times,"Michael Mann and a superlative cast have taken a classic heist movie rife with familiar genre elements and turned it into a sleek, accomplished piece of work, meticulously controlled and completely involving.",2001-02-13,13098,Heat,2001-02-13,2001,False
622,Jack Mathews,False,114916,Los Angeles Times,"It is so focused on its own boldness, its dare-to-shock sensuality (the film got an NC-17 from the MPAA, but is being released unrated), that nothing else comes through.",2001-02-13,13234,When Night Is Falling,2001-02-13,2001,False
5695,Kenneth Turan,True,112572,Los Angeles Times,"The Brady Bunch Movie is never more than lightly amusing, but then neither was the TV show.",2001-02-13,12187,The Brady Bunch Movie,2001-02-13,2001,False
5696,Leonard Klady,True,112572,Variety,"Part homage, part spoof, the deft balancing act is a clever, engaging adaption.",2001-02-13,12187,The Brady Bunch Movie,2001-02-13,2001,False
1236,Kenneth Turan,True,112579,Los Angeles Times,Screenwriter LaGravenese ought to get the Croix de Guerre for doing battle with Waller's fatuous prose and paring Bridges down to its most appealing fantasy romance essence.,2001-02-13,10187,The Bridges of Madison County,2001-02-13,2001,False
18037,Variety Staff,True,94226,Variety,The Untouchables is a beautifully crafted portrait of Prohibition-era Chicago.,2001-02-13,15394,The Untouchables,2001-02-13,2001,False
2131,Kenneth Turan,False,114345,Los Angeles Times,"Though it's unclear what the audience would be for a faithful rendition of the Hawthorne novel, the question of who would ever want to see this one is murkier still.",2001-02-13,13614,The Scarlet Letter,2001-02-13,2001,False
2214,Kenneth Turan,False,114558,Los Angeles Times,"Though the creators of Strange Days may well be interested in its dramatic and thematic elements, they do not have the same touch for these moments as they do for camera pyrotechnics.",2001-02-13,13697,Strange Days,2001-02-13,2001,False
8824,Whitney Willaims,True,59742,Variety,"A warmly pulsating, captivating drama.",2001-02-13,9583,The Sound of Music,2001-02-13,2001,False
4175,Peter Rainer,False,109785,Los Angeles Times,"There is nothing terribly different or exciting about what he shows us; the film is gripping in a conventional, formulaic way.",2001-02-13,15795,Federal Hill,2001-02-13,2001,False
8099,Robert B. Frederick,False,62622,Variety,"2001 compares with, but does not best, previous efforts at science fiction.",2001-02-13,9917,2001: A Space Odyssey,2001-02-13,2001,False
2104,Peter Rainer,True,114095,Los Angeles Times,"Unlike most of the Hollywood Gen X movies, Party Girl actually looks as if it were made from the inside.",2001-02-13,16653,Party Girl,2001-02-13,2001,False
2405,Peter Rainer,False,112508,Los Angeles Times,Director Tamra Davis and screenwriters Sandler and Tim Herlihy scatter the bad jokes like fertilizer. Nothing sprouts.,2001-02-13,11546,Billy Madison,2001-02-13,2001,False
3030,Kenneth Turan,False,113870,Los Angeles Times,Woefully over-manipulative and over-the-top.,2001-02-13,14578,Murder in the First,2001-02-13,2001,False
444,Kenneth Turan,True,112431,Los Angeles Times,"If only people would be more like these animals, the world, though hardly saner, would certainly be a lot more fun.",2001-02-13,9898,Babe,2001-02-13,2001,False
17951,Variety Staff,True,44079,Variety,"Given a good basis for a thriller in the Patricia Highsmith novel and a first-rate script, Hitchcock embroiders the plot into a gripping, palm-sweating piece of suspense.",2001-02-13,10699,Strangers on a Train,2001-02-13,2001,False
17594,,True,61184,Variety,"Keen adaptation and handsome production by Ernest Lehman, outstanding direction by Mike Nichols in his feature debut, and four topflight performances score an artistic bullseye.",2001-02-13,18414,Who's Afraid of Virginia Woolf?,2001-02-13,2001,False
22007,James Harwood,True,78346,Variety,"Magnify James Bond's extraordinary physical powers while curbing his sex drive and you have the essence of Superman, a wonderful, chuckling, preposterously exciting fantasy.",2001-02-13,2849381,Superman,2001-02-13,2001,False
2360,Kevin Thomas,False,112602,Los Angeles Times,"[A] strained, way, way over-the-top comedy-thriller in which its star, Daniel Stern, as the film's executive producer, gives himself free rein to mug and show off to increasingly numbing and tedious effect.",2001-02-13,246223062,Bushwhacked,2001-02-13,2001,False
4483,Brian Lowry,True,106673,Variety,"A delightful, buoyant new take on an old theme.",2001-02-13,10250,Dave,2001-02-13,2001,False
2026,Kenneth Turan,False,113749,Los Angeles Times,"If the Sundance Institute or the AFI ever offers a course advising directors of successful first films what to avoid the second time around, Mallrats could be at the heart of the curriculum.",2001-02-13,13599,Mallrats,2001-02-13,2001,False
48,Kenneth Turan,True,114885,Los Angeles Times,A pleasant if undemanding piece of work that is diverting to sit through though it won't stand up to any kind of rigorous examination.,2001-02-13,16697,Waiting to Exhale,2001-02-13,2001,False
527,Kenneth Turan,True,112819,Los Angeles Times,"Made with fluid skill and a passion for storytelling, its tale of how the Vietnam War and American society affect a black Marine remains accessible while confounding expectations.",2001-02-13,13396,Dead Presidents,2001-02-13,2001,False
2818,Kevin Thomas,True,113538,Los Angeles Times,"This lively time-travel fantasy is the clear result of imagination and reflection on the part of writers Michael Part and Robert L. Levy and director Michael Gottlieb and their colleagues, who possess a crucial light touch.",2001-02-13,11940,A Kid in King Arthur's Court,2001-02-13,2001,False
514,Kenneth Turan,True,114279,Los Angeles Times,"This is Shakespeare exciting enough for even the most dubious, which, after all, is no less than the man deserves.",2001-02-13,13265,Richard III,2001-02-13,2001,False
2828,Kenneth Turan,True,113552,Los Angeles Times,"Cage, one of the few American actors who gets more interesting from film to film, comes close to kidnaping the picture as Little Junior, a pumped-up but asthmatic thug who, like King Kong, is a gorilla with a wistful air about him.",2001-02-13,15057,Kiss of Death,2001-02-13,2001,False
1589,Kenneth Turan,False,112442,Los Angeles Times,"Given how much good Bad Boys is going to do for Martin Lawrence's feature career, it's a pity the film couldn't do any more for itself.",2001-02-13,16193,Bad Boys,2001-02-13,2001,False
3511,Kevin Thomas,True,114694,Los Angeles Times,Tommy Boy is a good belly laugh of a movie.,2001-02-13,12535,Tommy Boy,2001-02-13,2001,False
3768,Kenneth Turan,False,113305,Los Angeles Times,"Presenting problems is not the same as dramatizing them successfully, and as strong as his message is, Singleton has not found the best way to deliver it.",2001-02-13,13586,Higher Learning,2001-02-13,2001,False
217,Kenneth Turan,True,112641,Los Angeles Times,"Martin Scorsese is a master filmmaker, so skilled in the manipulation of imagery he might be the most proficient of active American directors.",2001-02-13,13456,Casino,2001-02-13,2001,False
3555,Kevin Thomas,True,114857,Los Angeles Times,"Virtuosity doesn't always compute, but like last summer's Speed, it is far more fully realized cinematically than many less commercial, more serious pictures.",2001-02-13,14689,Virtuosity,2001-02-13,2001,False
10794,James Berardinelli,True,64115,ReelViews,"Although Butch Cassidy wasn't the first movie to pair up a couple of wisecracking best friends in an action/adventure setting, this film became the model of how well that approach could work when done right.",2001-02-13,10096,Butch Cassidy and the Sundance Kid,2001-02-13,2001,False
3567,Peter Rainer,True,114924,Los Angeles Times,"Bullock is a genuinely engaging performer, which at least gives the treacle some minty freshness.",2001-02-13,10076,While You Were Sleeping,2001-02-13,2001,False
3594,Kevin Thomas,True,112435,Los Angeles Times,A beautiful film that possesses the power to enchant all ages.,2001-02-13,11628,The Baby-Sitters Club,2001-02-13,2001,False
636,Kenneth Turan,True,114814,Los Angeles Times,"But like a tale from the Arabian Nights, told for the sheer pleasure of storytelling, this elegant puzzle not only enjoys showing off, it also has something to show.",2001-02-13,16303,The Usual Suspects,2001-02-13,2001,False
1692,Kenneth Turan,True,112462,Los Angeles Times,This loud and boisterous comic book confidential is serviceable enough to satisfy.,2001-02-13,11174,Batman Forever,2001-02-13,2001,False
19875,James Berardinelli,False,97958,ReelViews,One of the great unanswered questions in Hollywood is how Chevy Chase still gets work.,2001-02-13,10856,Christmas Vacation,2001-02-13,2001,False
3423,Peter Rainer,False,114594,Los Angeles Times,"To outsiders, all this rage and gnashing of teeth may seem silly and self-absorbed.",2001-02-13,15161,Swimming with Sharks,2001-02-13,2001,False
24798,,True,93870,Variety,"RoboCop is as tightly worked as a film can be, not a moment or line wasted.",2001-02-13,18016,RoboCop,2001-02-13,2001,False
2679,Peter Rainer,True,109906,Los Angeles Times,"It's a rigorous, angry piece of work, but it misses out on the psychological depths that have made Burnett's previous films among the glories of recent American independent moviemaking.",2001-02-13,12588,The Glass Shield,2001-02-13,2001,False
10408,A.D. Murphy,True,61722,Variety,"A delightful, satirical comedy-drama.",2001-02-13,13799,The Graduate,2001-02-13,2001,False
1660,Kenneth Turan,False,114287,Los Angeles Times,No more than moderately satisfying.,2001-02-13,13275,Rob Roy,2001-02-13,2001,False
10038,,True,56592,Variety,Harper Lee's highly regarded first novel has been artfully and delicately translated to the screen.,2001-02-13,17873,To Kill a Mockingbird,2001-02-13,2001,False
1775,Kenneth Turan,False,112715,Los Angeles Times,The entire tone of the book has been transformed from tension to tongue-in-cheek with dismal results.,2001-02-13,11009,Congo,2001-02-13,2001,False
10299,Variety Staff,False,67185,Variety,"Marked by a few good gags, but marred by a greater preponderance of sophomoric, overdone and mocking humor.",2001-02-13,10059,Harold and Maude,2001-02-13,2001,False
3503,Kevin Thomas,True,114852,Los Angeles Times,"A good-looking, well-wrought film with some knockout special effects, some dark humor and crisp portrayals.",2001-02-13,15105,Village of the Damned,2001-02-13,2001,False
229,Kenneth Turan,True,114388,Los Angeles Times,"The sensibility may be a bit off, but there is more than enough sense involved in this mid-Atlantic Austen to make up the difference.",2001-02-13,10042,Sense and Sensibility,2001-02-13,2001,False
10451,Herb Schoenfeld,True,40897,Variety,"The characters here are probed and thoroughly penetrated, not through psychoanalysis but through a crucible of human conflict, action, gesture and expressive facial tones.",2001-02-13,18253,The Treasure of the Sierra Madre,2001-02-13,2001,False
283,Kenneth Turan,True,113161,Los Angeles Times,In the category of amiable diversions it's awfully tough to improve on.,2001-02-13,13680,Get Shorty,2001-02-13,2001,False
3458,Kenneth Turan,False,114614,Los Angeles Times,"Watching Tank Girl is as disorienting as waking up in someone else's bad dream. You want to get out as fast as possible, but all the exits seem to be blocked.",2001-02-13,13494,Tank Girl,2001-02-13,2001,False
6437,Kevin Thomas,True,117774,Los Angeles Times,There's a sense of shrewd observation throughout The Substitute that makes it come alive and seem quite a few cuts above such usual genre fare.,2001-02-13,15509,The Substitute,2001-02-13,2001,False
124,Kenneth Turan,False,113189,Los Angeles Times,"A reasonable facsimile more than any kind of original, and it's hard not to feel a certain weariness while watching it unfold.",2001-02-13,12812,GoldenEye,2001-02-13,2001,False
18594,Kevin Thomas,True,109206,Los Angeles Times,"An astonishing, overpowering piece of rabble-rousing, consciousness-raising, epic-scale filmmaking.",2001-02-13,22219,Bandit Queen,2001-02-13,2001,False
3817,Jeremy Gerard,True,110357,Variety,Some of the richest imagery the studio's animators have produced and held together.,2001-02-13,9385,The Lion King,2001-02-13,2001,False
9378,,True,44081,Variety,"The camera has done greater justice to the Williams play, catching the nuances and reflected tragedy with an intimacy that is so vital in a story of this type.",2001-02-13,10198,A Streetcar Named Desire,2001-02-13,2001,False
10099,,True,41959,Variety,"a full-blooded, absorbing story",2001-02-13,18250,The Third Man,2001-02-13,2001,False
25136,Variety Staff,True,55630,Variety,"Rousing, good story, told with vigor and visual excitement by Akira Kurosawa, and splendidly acted by Toshiro Mifune, this has ideal remake material for a Yank company.",2001-02-13,17236,Yôjinbô,2001-02-13,2001,False
246,Jack Mathews,False,113101,Los Angeles Times,Sounds better than it is.,2001-02-13,13075,Four Rooms,2001-02-13,2001,False
2711,Kevin Thomas,True,110066,Los Angeles Times,"As good-natured as its big, beefy star, comedian Sinbad.",2001-02-13,11433,Houseguest,2001-02-13,2001,False
3544,Todd McCarthy,True,108550,Variety,Swedish director Lasse Hallstrom and his fine cast have endowed the story with a good deal of behavioral truth and unstressed comedy.,2001-02-13,10139,What's Eating Gilbert Grape,2001-02-13,2001,False
1863,Kevin Thomas,False,112887,Los Angeles Times,Plays like a low-budget Natural Born Killers -- and that is not intended as a compliment.,2001-02-13,17217,The Doom Generation,2001-02-13,2001,False
3345,Kenneth Turan,True,111112,Los Angeles Times,"Though its protagonist is a 10-year-old girl, it is a crackling good tale with a sense of wonder and mystery strong enough to captivate any age group.",2001-02-13,10384,The Secret of Roan Inish,2001-02-13,2001,False
10634,,True,72431,Variety,Young Frankenstein emerges as a reverently satirical salute to the 1930s horror film genre.,2001-02-13,12052,Young Frankenstein,2001-02-13,2001,False
356,Kevin Thomas,True,114057,Los Angeles Times,Parker has shown how involving and moving Shakespeare can still be on the screen.,2001-02-13,13094,Othello,2001-02-13,2001,False
179,Kenneth Turan,True,113987,Los Angeles Times,"Nixon starts, like a horror movie, on a dark and stormy night, with the president prowling around a room of the White House like Dracula in his lair.",2001-02-13,16248,Nixon,2001-02-13,2001,False
180,Todd McCarthy,False,113987,Variety,Nixon far overstays its welcome with an increasingly tedious final hour devoted largely to slogging through the minutiae of Watergate.,2001-02-13,16248,Nixon,2001-02-13,2001,False
343,Kenneth Turan,True,113627,Los Angeles Times,A film laden with virtues but difficult to embrace.,2001-02-13,13165,Leaving Las Vegas,2001-02-13,2001,False
1891,Kenneth Turan,False,113071,Los Angeles Times,"The problem for him[Gere], and the film, comes when the non-physical acting begins.",2001-02-13,12767,First Knight,2001-02-13,2001,False
133,,True,112346,Variety,Genial middlebrow fare that coasts a long way on the charm of its two stars.,2001-02-13,10129,The American President,2001-02-13,2001,False
1794,Kenneth Turan,True,112740,Los Angeles Times,"If ever a picture crackled, Crimson Tide fits the description.",2001-02-13,13167,Crimson Tide,2001-02-13,2001,False
132,Kenneth Turan,True,112346,Los Angeles Times,Genial and entertaining if not notably inspired.,2001-02-13,10129,The American President,2001-02-13,2001,False
1890,Todd McCarthy,True,113071,Variety,"Aside from casting Richard Gere as Lancelot, First Knight marches out as an agreeably intelligent, mature and well-mounted telling of the legendary King Arthur story.",2001-02-13,12767,First Knight,2001-02-13,2001,False
24806,,False,100502,Variety,"This ultraviolent, nihilistic sequel has enough technical dazzle to impress hardware fans, but obviously no one in the Orion front office told filmmakers that less is more.",2001-02-13,16528,RoboCop 2,2001-02-13,2001,False
16927,,True,24852,Chicago Reader,This is a kid's movie rife with all the Freudian squalor that Disney repressed.,2001-02-13,18180,Babes in Toyland,2001-02-13,2001,False
421,Kenneth Turan,False,112792,Los Angeles Times,"The tale screenwriter Ronald Bass came up with, and the way director John N. Smith tells it, is stereotypical, predictable and simplified to the point of meaninglessness.",2001-02-13,13453,Dangerous Minds,2001-02-13,2001,False
3321,Peter Rainer,False,114571,Los Angeles Times,"It was much funnier when we didn't see Stuart's family. And, if we have to see them, it would have been much funnier if they were strait-laced '50s sitcom types.",2001-02-13,11396,Stuart Saves His Family,2001-02-13,2001,False
3392,Peter Rainer,False,111149,Los Angeles Times,"Class has its place, but some of us prefer our cut-'em-ups a little more lowdown.",2001-02-13,16178,Shallow Grave,2001-02-13,2001,False
1609,Kenneth Turan,False,112461,Los Angeles Times,"Although it masquerades as a cautionary tale about the horrors of heroin, this epic of teen-age angst is more accurately seen as a reverential wallow in the gutter of self-absorption.",2001-02-13,16445,The Basketball Diaries,2001-02-13,2001,False
2666,Kevin Thomas,True,109771,Los Angeles Times,Artistry abounds in every aspect of the film.,2001-02-13,13801,Farinelli,2001-02-13,2001,False
269,Kenneth Turan,True,113845,Los Angeles Times,"""Money Train"" is a by-the-numbers action-buddy picture, and few directors run through those numbers as smoothly as Joseph Ruben.",2001-02-13,14560,Money Train,2001-02-13,2001,False
3530,Kenneth Turan,False,114788,Los Angeles Times,"What The Underneath lacks is the kind of emotional connection that the best film noirs have. Instead of involving, this film is distancing, too given to admiring its own shiny surface.",2001-02-13,15641,Underneath,2001-02-13,2001,False
815,Kenneth Turan,False,113010,Los Angeles Times,The lamest model-turned-actress movie since Lauren Hutton co-starred with Evel Knievel in the misbegotten Viva Knievel!,2001-02-13,14922,Fair Game,2001-02-13,2001,False
2423,Peter Rainer,True,112571,Los Angeles Times,The three women are so spirited and funny -- so emotionally keyed into all the hearts and flowers -- that they give the movie their own kind of truth.,2001-02-13,13744,Boys on the Side,2001-02-13,2001,False
697,Kenneth Turan,False,113321,Los Angeles Times,"Foster and Richter, of course, want to do more than make audiences laugh; they want us to be touched by their characters' humanity and take an interest in a budding romance, but that rarely is the case.",2001-02-13,10161,Home for the Holidays,2001-02-13,2001,False
6405,James Berardinelli,True,111613,ReelViews,Director Margarethe von Trotta effortlessly weaves history and personal events into a tapestry full of emotion and irony.,2001-02-13,770675136,Das Versprechen,2001-02-13,2001,False
19310,Kenneth Turan,True,50783,Los Angeles Times,"Through [Masina's] unforgettable performance, Cabiria will endure as long as anyone cares to watch transcendence projected on a screen.",2001-02-13,19777,Le notti di Cabiria,2001-02-13,2001,False
10710,Ronald Holloway,True,52618,Variety,"A majestic achievement, representing a superb blending of the motion picture arts by master craftsmen.",2001-02-13,9402,Ben-Hur,2001-02-13,2001,False
9990,Variety Staff,True,90605,Variety,Makes up for lack of surprise with sheer volume of thrills and chills.,2001-02-13,13240,Aliens,2001-02-13,2001,False
23327,Roger Ebert,True,85334,Chicago Sun-Times,There is a real knowledge of human nature beneath the comedy.,2001-02-13,10030,A Christmas Story,2001-02-13,2001,False
14109,Kenneth Turan,True,118749,Los Angeles Times,"The film is bemused and entertained, as we are, by this pack of sexual extremists, and the eye it casts on them is both benevolent and wry.",2001-02-14,14134,Boogie Nights,2001-02-14,2001,False
17141,Jack Mathews,False,131857,Los Angeles Times,"If you're old enough to see this movie without a parent or guardian and all that sounds encouraging, this review has failed, and failed badly.",2001-02-14,13128,BASEketball,2001-02-14,2001,False
6671,Kenneth Turan,True,117108,Los Angeles Times,"More Kafkaesque than comedic, more fascinating to watch than out-and-out funny.",2001-02-14,12739,Multiplicity,2001-02-14,2001,False
13621,Kenneth Turan,True,120402,Los Angeles Times,There is a quality about this film's use of deliberation that comes at times wonderfully close to magic.,2001-02-14,15168,Ulee's Gold,2001-02-14,2001,False
14859,Kevin Thomas,True,112913,Los Angeles Times,"An exhilarating rush of a movie, with all manner of go-for-broke visual bravura that expresses perfectly the free spirits of [Wong's] bold young people.",2001-02-14,21874,Duo luo tian shi,2001-02-14,2001,False
11953,Kenneth Turan,True,116754,Los Angeles Times,"Simple, powerful, convincing.",2001-02-14,14448,Kavkazskiy plennik,2001-02-14,2001,False
18223,Kevin Thomas,True,123755,Los Angeles Times,"Cube was named best Canadian debut feature at Toronto last year, and there's no questioning Natali, clearly a visionary, is an important new talent.",2001-02-14,13195,Cube,2001-02-14,2001,False
9850,Kenneth Turan,True,116209,Los Angeles Times,The English Patient captivates as only the grandest and most consuming passions can.,2001-02-14,14840,The English Patient,2001-02-14,2001,False
19108,Kenneth Turan,True,133952,Los Angeles Times,"Even at its most unbelievable, The Siege has the performances of Washington and Bening to fall back on, and a theme that understands that what's difficult is not choosing right from wrong but 'choosing the wrong that's more right.'",2001-02-14,16451,The Siege,2001-02-14,2001,False
20234,Kevin Thomas,True,120458,Los Angeles Times,"An unpretentious, amusing thrill-a-minute sci-fi horror thriller / monster movie that plugs right into fears of a Y2K crisis.",2001-02-14,14638,Virus,2001-02-14,2001,False
13657,Kevin Thomas,True,118842,Los Angeles Times,Work of such fierce intelligence and emotional honesty that it blows away the competition when it comes to contemporary romantic comedy.,2001-02-14,13118,Chasing Amy,2001-02-14,2001,False
16281,Kenneth Turan,False,120591,Los Angeles Times,"Sporadically watchable, it's at its best at those infrequent moments when it doesn't take itself too seriously.",2001-02-14,17022,Armageddon,2001-02-14,2001,False
